adjacency list, w
5<-695,0.010000
5<-192,0.010000
5<-765,0.010000
5<-561,0.010000
5<-189,0.010000
5<-342,0.010000
5<-759,0.010000
5<-232,0.010000
5<-456,0.010000
5<-464,0.010000
5<-387,0.010000
5<-366,0.010000
5<-250,0.010000
5<-17,0.010000
5<-547,0.010000
5<-486,0.010000
5<-337,0.010000
5<-642,0.010000
6<-522,0.010000
6<-248,0.010000
6<-66,0.010000
6<-620,0.010000
6<-199,0.010000
6<-603,0.010000
6<-523,0.010000
6<-13,0.010000
6<-407,0.010000
6<-771,0.010000
6<-526,0.010000
6<-498,0.010000
6<-207,0.010000
6<-633,0.010000
6<-161,0.010000
6<-254,0.010000
6<-573,0.010000
6<-538,0.010000
6<-395,0.010000
6<-287,0.010000
6<-707,0.010000
6<-33,0.010000
6<-212,0.010000
6<-113,0.010000
6<-17,0.010000
6<-365,0.010000
6<-234,0.010000
6<-84,0.010000
6<-715,0.010000
6<-645,0.010000
6<-453,0.010000
6<-425,0.010000
6<-222,0.010000
6<-303,0.010000
6<-413,0.010000
6<-277,0.010000
6<-613,0.010000
7<-466,0.010000
7<-120,0.010000
7<-91,0.010000
7<-548,0.010000
7<-23,0.010000
7<-604,0.010000
7<-589,0.010000
7<-741,0.010000
7<-666,0.010000
7<-508,0.010000
7<-440,0.010000
7<-676,0.010000
7<-496,0.010000
7<-329,0.010000
7<-642,0.010000
7<-667,0.010000
7<-389,0.010000
7<-486,0.010000
7<-37,0.010000
7<-534,0.010000
7<-271,0.010000
7<-675,0.010000
7<-752,0.010000
7<-533,0.010000
7<-395,0.010000
7<-491,0.010000
7<-104,0.010000
7<-25,0.010000
7<-643,0.010000
7<-262,0.010000
7<-570,0.010000
7<-337,0.010000
7<-65,0.010000
8<-400,0.010000
8<-86,0.010000
8<-136,0.010000
8<-125,0.010000
8<-285,0.010000
8<-151,0.010000
8<-120,0.010000
8<-712,0.010000
8<-184,0.010000
8<-306,0.010000
8<-245,0.010000
8<-267,0.010000
8<-21,0.010000
8<-775,0.010000
8<-730,0.010000
8<-643,0.010000
8<-681,0.010000
8<-440,0.010000
8<-770,0.010000
8<-639,0.010000
8<-432,0.010000
8<-14,0.010000
8<-410,0.010000
8<-784,0.010000
8<-77,0.010000
8<-36,0.010000
8<-147,0.010000
8<-28,0.010000
8<-506,0.010000
8<-131,0.010000
8<-539,0.010000
8<-428,0.010000
8<-283,0.010000
8<-748,0.010000
8<-367,0.010000
8<-234,0.010000
8<-34,0.010000
8<-327,0.010000
8<-159,0.010000
8<-22,0.010000
8<-29,0.010000
9<-577,0.010000
9<-250,0.010000
9<-261,0.010000
9<-617,0.010000
9<-608,0.010000
9<-213,0.010000
9<-206,0.010000
9<-702,0.010000
9<-651,0.010000
9<-718,0.010000
9<-203,0.010000
9<-623,0.010000
9<-385,0.010000
9<-230,0.010000
9<-579,0.010000
9<-183,0.010000
9<-491,0.010000
9<-325,0.010000
9<-688,0.010000
9<-163,0.010000
9<-454,0.010000
9<-425,0.010000
9<-321,0.010000
9<-128,0.010000
9<-662,0.010000
9<-65,0.010000
9<-303,0.010000
9<-86,0.010000
9<-315,0.010000
9<-299,0.010000
9<-58,0.010000
9<-368,0.010000
9<-692,0.010000
9<-5,0.010000
9<-165,0.010000
9<-25,0.010000
9<-182,0.010000
9<-307,0.010000
10<-104,0.010000
10<-61,0.010000
10<-339,0.010000
10<-448,0.010000
10<-180,0.010000
10<-59,0.010000
10<-6,0.010000
10<-2,0.010000
10<-28,0.010000
10<-429,0.010000
10<-143,0.010000
10<-454,0.010000
10<-706,0.010000
10<-714,0.010000
10<-309,0.010000
10<-9,0.010000
10<-431,0.010000
10<-593,0.010000
10<-237,0.010000
10<-531,0.010000
10<-687,0.010000
10<-543,0.010000
10<-704,0.010000
10<-638,0.010000
10<-255,0.010000
10<-481,0.010000
10<-375,0.010000
10<-604,0.010000
10<-250,0.010000
10<-348,0.010000
10<-304,0.010000
10<-330,0.010000
10<-233,0.010000
10<-571,0.010000
10<-510,0.010000
10<-713,0.010000
10<-79,0.010000
10<-551,0.010000
11<-419,0.010000
11<-121,0.010000
11<-294,0.010000
11<-73,0.010000
11<-284,0.010000
11<-362,0.010000
11<-77,0.010000
11<-654,0.010000
11<-714,0.010000
11<-623,0.010000
11<-750,0.010000
11<-425,0.010000
11<-492,0.010000
11<-446,0.010000
11<-249,0.010000
11<-470,0.010000
11<-47,0.010000
11<-120,0.010000
11<-145,0.010000
11<-255,0.010000
11<-743,0.010000
11<-228,0.010000
11<-568,0.010000
11<-501,0.010000
11<-253,0.010000
11<-782,0.010000
11<-260,0.010000
11<-312,0.010000
11<-480,0.010000
11<-448,0.010000
11<-82,0.010000
11<-184,0.010000
11<-110,0.010000
11<-150,0.010000
11<-504,0.010000
11<-304,0.010000
11<-329,0.010000
11<-551,0.010000
11<-764,0.010000
11<-798,0.010000
11<-130,0.010000
11<-573,0.010000
11<-722,0.010000
11<-152,0.010000
11<-334,0.010000
12<-620,0.010000
12<-531,0.010000
12<-357,0.010000
12<-73,0.010000
12<-372,0.010000
12<-621,0.010000
12<-585,0.010000
12<-102,0.010000
12<-230,0.010000
12<-170,0.010000
12<-463,0.010000
12<-417,0.010000
12<-280,0.010000
12<-736,0.010000
12<-660,0.010000
12<-29,0.010000
12<-7,0.010000
12<-514,0.010000
12<-469,0.010000
12<-747,0.010000
12<-245,0.010000
12<-38,0.010000
12<-24,0.010000
12<-204,0.010000
12<-382,0.010000
12<-126,0.010000
12<-626,0.010000
12<-725,0.010000
12<-468,0.010000
12<-759,0.010000
12<-395,0.010000
12<-453,0.010000
12<-242,0.010000
12<-155,0.010000
12<-438,0.010000
12<-505,0.010000
12<-744,0.010000
12<-542,0.010000
12<-235,0.010000
12<-54,0.010000
12<-636,0.010000
12<-454,0.010000
12<-374,0.010000
13<-673,0.010000
13<-784,0.010000
13<-610,0.010000
13<-43,0.010000
13<-120,0.010000
13<-704,0.010000
13<-681,0.010000
13<-539,0.010000
13<-162,0.010000
13<-313,0.010000
13<-298,0.010000
13<-699,0.010000
13<-667,0.010000
13<-547,0.010000
13<-396,0.010000
13<-751,0.010000
13<-620,0.010000
13<-551,0.010000
13<-675,0.010000
13<-541,0.010000
13<-48,0.010000
13<-592,0.010000
13<-570,0.010000
13<-700,0.010000
13<-62,0.010000
13<-352,0.010000
13<-183,0.010000
13<-30,0.010000
13<-125,0.010000
13<-408,0.010000
13<-335,0.010000
13<-474,0.010000
13<-190,0.010000
13<-389,0.010000
13<-410,0.010000
13<-133,0.010000
13<-244,0.010000
13<-136,0.010000
13<-321,0.010000
13<-2,0.010000
14<-755,0.010000
14<-659,0.010000
14<-663,0.010000
14<-407,0.010000
14<-695,0.010000
14<-61,0.010000
14<-139,0.010000
14<-251,0.010000
14<-206,0.010000
14<-561,0.010000
14<-234,0.010000
14<-173,0.010000
14<-326,0.010000
14<-210,0.010000
14<-481,0.010000
14<-622,0.010000
14<-318,0.010000
14<-80,0.010000
14<-717,0.010000
14<-666,0.010000
14<-230,0.010000
14<-208,0.010000
14<-500,0.010000
14<-611,0.010000
14<-242,0.010000
14<-255,0.010000
14<-506,0.010000
14<-587,0.010000
14<-524,0.010000
14<-163,0.010000
14<-685,0.010000
14<-32,0.010000
14<-53,0.010000
14<-750,0.010000
14<-62,0.010000
14<-512,0.010000
14<-103,0.010000
14<-194,0.010000
14<-507,0.010000
14<-595,0.010000
14<-376,0.010000
14<-227,0.010000
14<-468,0.010000
14<-770,0.010000
15<-19,0.010000
15<-674,0.010000
15<-155,0.010000
15<-491,0.010000
15<-103,0.010000
15<-714,0.010000
15<-349,0.010000
15<-609,0.010000
15<-226,0.010000
15<-561,0.010000
15<-291,0.010000
15<-535,0.010000
15<-121,0.010000
15<-142,0.010000
15<-494,0.010000
15<-70,0.010000
15<-338,0.010000
15<-179,0.010000
15<-287,0.010000
15<-33,0.010000
15<-239,0.010000
15<-202,0.010000
15<-300,0.010000
15<-757,0.010000
15<-723,0.010000
15<-115,0.010000
15<-758,0.010000
15<-435,0.010000
15<-544,0.010000
15<-747,0.010000
15<-325,0.010000
15<-362,0.010000
16<-745,0.010000
16<-659,0.010000
16<-18,0.010000
16<-597,0.010000
16<-434,0.010000
16<-311,0.010000
16<-485,0.010000
16<-81,0.010000
16<-594,0.010000
16<-103,0.010000
16<-353,0.010000
16<-316,0.010000
16<-650,0.010000
16<-665,0.010000
16<-17,0.010000
16<-322,0.010000
16<-719,0.010000
16<-53,0.010000
16<-75,0.010000
16<-375,0.010000
16<-296,0.010000
16<-283,0.010000
16<-718,0.010000
16<-226,0.010000
16<-704,0.010000
16<-464,0.010000
16<-341,0.010000
16<-326,0.010000
16<-55,0.010000
16<-613,0.010000
16<-690,0.010000
16<-379,0.010000
16<-168,0.010000
16<-171,0.010000
16<-794,0.010000
16<-389,0.010000
16<-593,0.010000
16<-777,0.010000
16<-235,0.010000
16<-269,0.010000
16<-117,0.010000
16<-131,0.010000
16<-410,0.010000
16<-3,0.010000
16<-606,0.010000
16<-209,0.010000
16<-634,0.010000
16<-695,0.010000
17<-392,0.010000
17<-769,0.010000
17<-158,0.010000
17<-309,0.010000
17<-320,0.010000
17<-304,0.010000
17<-597,0.010000
17<-65,0.010000
17<-372,0.010000
17<-353,0.010000
17<-748,0.010000
17<-734,0.010000
17<-411,0.010000
17<-322,0.010000
17<-638,0.010000
17<-531,0.010000
17<-191,0.010000
17<-728,0.010000
17<-271,0.010000
17<-276,0.010000
17<-66,0.010000
17<-678,0.010000
17<-522,0.010000
17<-341,0.010000
17<-104,0.010000
17<-281,0.010000
17<-303,0.010000
17<-666,0.010000
17<-39,0.010000
17<-255,0.010000
17<-395,0.010000
17<-723,0.010000
17<-263,0.010000
17<-681,0.010000
17<-55,0.010000
17<-741,0.010000
17<-375,0.010000
18<-201,0.010000
18<-407,0.010000
18<-346,0.010000
18<-709,0.010000
18<-457,0.010000
18<-529,0.010000
18<-133,0.010000
18<-378,0.010000
18<-398,0.010000
18<-184,0.010000
18<-122,0.010000
18<-682,0.010000
18<-694,0.010000
18<-323,0.010000
18<-172,0.010000
18<-271,0.010000
18<-41,0.010000
18<-112,0.010000
18<-150,0.010000
18<-452,0.010000
18<-139,0.010000
18<-663,0.010000
18<-372,0.010000
18<-559,0.010000
18<-371,0.010000
18<-103,0.010000
18<-4,0.010000
18<-277,0.010000
18<-521,0.010000
18<-394,0.010000
18<-205,0.010000
18<-763,0.010000
19<-389,0.010000
19<-318,0.010000
19<-636,0.010000
19<-120,0.010000
19<-351,0.010000
19<-679,0.010000
19<-718,0.010000
19<-564,0.010000
19<-771,0.010000
19<-34,0.010000
19<-211,0.010000
19<-286,0.010000
19<-694,0.010000
19<-266,0.010000
19<-487,0.010000
19<-7,0.010000
19<-398,0.010000
19<-108,0.010000
19<-140,0.010000
19<-557,0.010000
19<-231,0.010000
19<-224,0.010000
19<-554,0.010000
19<-110,0.010000
19<-338,0.010000
19<-498,0.010000
19<-194,0.010000
19<-761,0.010000
19<-699,0.010000
19<-628,0.010000
19<-721,0.010000
19<-661,0.010000
19<-357,0.010000
19<-460,0.010000
19<-116,0.010000
20<-190,0.010000
20<-697,0.010000
20<-115,0.010000
20<-7,0.010000
20<-436,0.010000
20<-554,0.010000
20<-675,0.010000
20<-615,0.010000
20<-231,0.010000
20<-119,0.010000
20<-590,0.010000
20<-565,0.010000
20<-427,0.010000
20<-223,0.010000
20<-274,0.010000
20<-421,0.010000
20<-164,0.010000
20<-137,0.010000
20<-354,0.010000
20<-487,0.010000
20<-416,0.010000
20<-15,0.010000
20<-379,0.010000
20<-35,0.010000
20<-343,0.010000
20<-232,0.010000
20<-490,0.010000
20<-94,0.010000
20<-684,0.010000
20<-225,0.010000
20<-139,0.010000
20<-368,0.010000
20<-113,0.010000
20<-45,0.010000
20<-532,0.010000
20<-466,0.010000
20<-269,0.010000
20<-129,0.010000
20<-349,0.010000
20<-24,0.010000
20<-751,0.010000
20<-234,0.010000
20<-744,0.010000
20<-132,0.010000
20<-449,0.010000
20<-568,0.010000
20<-335,0.010000
21<-523,0.010000
21<-583,0.010000
21<-31,0.010000
21<-642,0.010000
21<-262,0.010000
21<-602,0.010000
21<-116,0.010000
21<-36,0.010000
21<-621,0.010000
21<-194,0.010000
21<-156,0.010000
21<-545,0.010000
21<-645,0.010000
21<-377,0.010000
21<-504,0.010000
21<-412,0.010000
21<-796,0.010000
21<-524,0.010000
21<-536,0.010000
21<-290,0.010000
21<-744,0.010000
21<-571,0.010000
21<-539,0.010000
21<-235,0.010000
21<-572,0.010000
21<-367,0.010000
21<-476,0.010000
21<-326,0.010000
21<-44,0.010000
21<-207,0.010000
21<-315,0.010000
21<-436,0.010000
22<-643,0.010000
22<-686,0.010000
22<-175,0.010000
22<-419,0.010000
22<-126,0.010000
22<-767,0.010000
22<-552,0.010000
22<-477,0.010000
22<-115,0.010000
22<-729,0.010000
22<-50,0.010000
22<-437,0.010000
22<-318,0.010000
22<-450,0.010000
22<-620,0.010000
22<-698,0.010000
22<-508,0.010000
22<-264,0.010000
22<-217,0.010000
22<-747,0.010000
22<-108,0.010000
22<-751,0.010000
22<-341,0.010000
22<-69,0.010000
22<-783,0.010000
22<-426,0.010000
22<-109,0.010000
22<-439,0.010000
22<-582,0.010000
22<-617,0.010000
22<-24,0.010000
22<-40,0.010000
22<-197,0.010000
22<-358,0.010000
22<-774,0.010000
22<-577,0.010000
22<-590,0.010000
22<-377,0.010000
22<-133,0.010000
22<-114,0.010000
22<-535,0.010000
23<-668,0.010000
23<-87,0.010000
23<-246,0.010000
23<-4,0.010000
23<-109,0.010000
23<-467,0.010000
23<-353,0.010000
23<-459,0.010000
23<-166,0.010000
23<-177,0.010000
23<-763,0.010000
23<-331,0.010000
23<-673,0.010000
23<-197,0.010000
23<-414,0.010000
23<-158,0.010000
23<-586,0.010000
23<-127,0.010000
23<-47,0.010000
23<-330,0.010000
23<-229,0.010000
23<-757,0.010000
23<-314,0.010000
23<-214,0.010000
23<-721,0.010000
23<-390,0.010000
23<-458,0.010000
23<-364,0.010000
23<-522,0.010000
23<-309,0.010000
23<-68,0.010000
23<-97,0.010000
23<-57,0.010000
23<-141,0.010000
23<-712,0.010000
23<-425,0.010000
23<-336,0.010000
23<-777,0.010000
23<-107,0.010000
23<-398,0.010000
23<-228,0.010000
23<-518,0.010000
23<-94,0.010000
23<-20,0.010000
23<-258,0.010000
24<-599,0.010000
24<-288,0.010000
24<-42,0.010000
24<-62,0.010000
24<-606,0.010000
24<-248,0.010000
24<-662,0.010000
24<-720,0.010000
24<-793,0.010000
24<-566,0.010000
24<-147,0.010000
24<-735,0.010000
24<-115,0.010000
24<-434,0.010000
24<-47,0.010000
24<-585,0.010000
24<-611,0.010000
24<-56,0.010000
24<-107,0.010000
24<-124,0.010000
24<-136,0.010000
24<-448,0.010000
24<-322,0.010000
24<-201,0.010000
24<-729,0.010000
24<-209,0.010000
24<-145,0.010000
24<-384,0.010000
24<-651,0.010000
24<-328,0.010000
24<-730,0.010000
24<-679,0.010000
24<-602,0.010000
24<-326,0.010000
24<-4,0.010000
24<-200,0.010000
24<-366,0.010000
24<-586,0.010000
24<-484,0.010000
24<-306,0.010000
24<-182,0.010000
25<-607,0.010000
25<-187,0.010000
25<-76,0.010000
25<-438,0.010000
25<-237,0.010000
25<-788,0.010000
25<-436,0.010000
25<-584,0.010000
25<-208,0.010000
25<-114,0.010000
25<-324,0.010000
25<-493,0.010000
25<-738,0.010000
25<-117,0.010000
25<-465,0.010000
25<-592,0.010000
25<-726,0.010000
25<-786,0.010000
25<-178,0.010000
25<-417,0.010000
25<-150,0.010000
25<-334,0.010000
25<-425,0.010000
25<-379,0.010000
25<-213,0.010000
25<-345,0.010000
25<-595,0.010000
25<-258,0.010000
25<-549,0.010000
25<-637,0.010000
25<-34,0.010000
25<-767,0.010000
25<-535,0.010000
25<-563,0.010000
25<-175,0.010000
25<-151,0.010000
25<-538,0.010000
25<-20,0.010000
25<-28,0.010000
25<-714,0.010000
25<-229,0.010000
25<-648,0.010000
25<-262,0.010000
25<-199,0.010000
25<-754,0.010000
25<-69,0.010000
25<-596,0.010000
26<-75,0.010000
26<-436,0.010000
26<-485,0.010000
26<-479,0.010000
26<-589,0.010000
26<-106,0.010000
26<-111,0.010000
26<-712,0.010000
26<-729,0.010000
26<-649,0.010000
26<-471,0.010000
26<-201,0.010000
26<-310,0.010000
26<-671,0.010000
26<-81,0.010000
26<-246,0.010000
26<-320,0.010000
26<-196,0.010000
26<-747,0.010000
26<-705,0.010000
26<-397,0.010000
26<-175,0.010000
26<-514,0.010000
26<-774,0.010000
26<-440,0.010000
26<-270,0.010000
26<-204,0.010000
26<-602,0.010000
26<-639,0.010000
26<-448,0.010000
26<-670,0.010000
26<-260,0.010000
26<-487,0.010000
26<-748,0.010000
26<-697,0.010000
26<-782,0.010000
26<-33,0.010000
26<-69,0.010000
26<-138,0.010000
26<-532,0.010000
26<-323,0.010000
26<-606,0.010000
26<-125,0.010000
26<-725,0.010000
26<-405,0.010000
26<-238,0.010000
27<-535,0.010000
27<-473,0.010000
27<-10,0.010000
27<-376,0.010000
27<-80,0.010000
27<-124,0.010000
27<-282,0.010000
27<-524,0.010000
27<-324,0.010000
27<-361,0.010000
27<-419,0.010000
27<-522,0.010000
27<-726,0.010000
27<-539,0.010000
27<-484,0.010000
27<-703,0.010000
27<-408,0.010000
27<-312,0.010000
27<-647,0.010000
27<-725,0.010000
27<-415,0.010000
27<-517,0.010000
27<-680,0.010000
27<-706,0.010000
27<-133,0.010000
27<-378,0.010000
27<-247,0.010000
27<-292,0.010000
27<-333,0.010000
27<-490,0.010000
27<-512,0.010000
27<-730,0.010000
27<-106,0.010000
27<-138,0.010000
28<-29,0.010000
28<-669,0.010000
28<-80,0.010000
28<-467,0.010000
28<-620,0.010000
28<-527,0.010000
28<-177,0.010000
28<-534,0.010000
28<-632,0.010000
28<-176,0.010000
28<-402,0.010000
28<-723,0.010000
28<-592,0.010000
28<-553,0.010000
28<-449,0.010000
28<-679,0.010000
28<-372,0.010000
28<-313,0.010000
28<-385,0.010000
28<-244,0.010000
28<-22,0.010000
28<-49,0.010000
28<-145,0.010000
28<-57,0.010000
28<-356,0.010000
28<-513,0.010000
28<-233,0.010000
28<-370,0.010000
28<-503,0.010000
28<-315,0.010000
28<-450,0.010000
28<-227,0.010000
28<-547,0.010000
29<-127,0.010000
29<-112,0.010000
29<-269,0.010000
29<-395,0.010000
29<-451,0.010000
29<-436,0.010000
29<-449,0.010000
29<-517,0.010000
29<-378,0.010000
29<-426,0.010000
29<-740,0.010000
29<-492,0.010000
29<-230,0.010000
29<-163,0.010000
29<-653,0.010000
29<-244,0.010000
29<-673,0.010000
29<-505,0.010000
29<-664,0.010000
29<-253,0.010000
29<-549,0.010000
29<-132,0.010000
29<-767,0.010000
29<-502,0.010000
29<-226,0.010000
29<-8,0.010000
29<-270,0.010000
29<-92,0.010000
29<-217,0.010000
29<-142,0.010000
29<-467,0.010000
29<-555,0.010000
29<-707,0.010000
29<-259,0.010000
29<-531,0.010000
29<-503,0.010000
29<-394,0.010000
29<-759,0.010000
29<-30,0.010000
29<-611,0.010000
30<-111,0.010000
30<-772,0.010000
30<-503,0.010000
30<-133,0.010000
30<-491,0.010000
30<-255,0.010000
30<-179,0.010000
30<-582,0.010000
30<-799,0.010000
30<-532,0.010000
30<-713,0.010000
30<-531,0.010000
30<-322,0.010000
30<-608,0.010000
30<-261,0.010000
30<-690,0.010000
30<-574,0.010000
30<-474,0.010000
30<-462,0.010000
30<-360,0.010000
30<-421,0.010000
30<-546,0.010000
30<-726,0.010000
30<-400,0.010000
30<-221,0.010000
30<-89,0.010000
30<-471,0.010000
30<-212,0.010000
30<-117,0.010000
30<-72,0.010000
30<-466,0.010000
30<-308,0.010000
30<-289,0.010000
30<-517,0.010000
30<-444,0.010000
30<-434,0.010000
30<-259,0.010000
31<-447,0.010000
31<-402,0.010000
31<-63,0.010000
31<-377,0.010000
31<-708,0.010000
31<-28,0.010000
31<-443,0.010000
31<-662,0.010000
31<-545,0.010000
31<-735,0.010000
31<-493,0.010000
31<-304,0.010000
31<-155,0.010000
31<-489,0.010000
31<-324,0.010000
31<-364,0.010000
31<-376,0.010000
31<-782,0.010000
31<-16,0.010000
31<-584,0.010000
31<-168,0.010000
31<-454,0.010000
31<-727,0.010000
31<-231,0.010000
31<-455,0.010000
31<-528,0.010000
31<-68,0.010000
32<-699,0.010000
32<-586,0.010000
32<-665,0.010000
32<-560,0.010000
32<-702,0.010000
32<-753,0.010000
32<-584,0.010000
32<-677,0.010000
32<-101,0.010000
32<-557,0.010000
32<-582,0.010000
32<-5,0.010000
32<-399,0.010000
32<-651,0.010000
32<-537,0.010000
32<-211,0.010000
32<-204,0.010000
32<-140,0.010000
32<-159,0.010000
32<-148,0.010000
32<-398,0.010000
32<-635,0.010000
32<-231,0.010000
32<-455,0.010000
32<-600,0.010000
32<-25,0.010000
32<-104,0.010000
32<-685,0.010000
32<-434,0.010000
32<-358,0.010000
32<-514,0.010000
32<-789,0.010000
32<-242,0.010000
32<-781,0.010000
32<-91,0.010000
32<-354,0.010000
32<-255,0.010000
32<-590,0.010000
32<-523,0.010000
32<-214,0.010000
32<-36,0.010000
32<-466,0.010000
32<-54,0.010000
32<-357,0.010000
32<-194,0.010000
33<-187,0.010000
33<-450,0.010000
33<-281,0.010000
33<-455,0.010000
33<-255,0.010000
33<-658,0.010000
33<-155,0.010000
33<-777,0.010000
33<-576,0.010000
33<-524,0.010000
33<-782,0.010000
33<-752,0.010000
33<-335,0.010000
33<-107,0.010000
33<-614,0.010000
33<-732,0.010000
33<-659,0.010000
33<-511,0.010000
33<-637,0.010000
33<-147,0.010000
33<-32,0.010000
33<-223,0.010000
33<-73,0.010000
33<-633,0.010000
33<-539,0.010000
33<-267,0.010000
33<-710,0.010000
33<-778,0.010000
33<-292,0.010000
33<-695,0.010000
33<-103,0.010000
33<-423,0.010000
33<-563,0.010000
33<-738,0.010000
33<-210,0.010000
33<-214,0.010000
33<-276,0.010000
33<-653,0.010000
33<-638,0.010000
33<-408,0.010000
33<-651,0.010000
33<-2,0.010000
33<-350,0.010000
33<-461,0.010000
33<-391,0.010000
34<-685,0.010000
34<-386,0.010000
34<-757,0.010000
34<-751,0.010000
34<-241,0.010000
34<-504,0.010000
34<-420,0.010000
34<-532,0.010000
34<-295,0.010000
34<-401,0.010000
34<-291,0.010000
34<-280,0.010000
34<-24,0.010000
34<-717,0.010000
34<-92,0.010000
34<-430,0.010000
34<-99,0.010000
34<-709,0.010000
34<-111,0.010000
34<-562,0.010000
34<-777,0.010000
34<-456,0.010000
34<-614,0.010000
34<-407,0.010000
34<-416,0.010000
34<-417,0.010000
34<-246,0.010000
34<-453,0.010000
34<-520,0.010000
34<-191,0.010000
34<-711,0.010000
34<-67,0.010000
34<-692,0.010000
35<-155,0.010000
35<-675,0.010000
35<-293,0.010000
35<-337,0.010000
35<-0,0.010000
35<-128,0.010000
35<-308,0.010000
35<-341,0.010000
35<-300,0.010000
35<-546,0.010000
35<-118,0.010000
35<-187,0.010000
35<-550,0.010000
35<-554,0.010000
35<-474,0.010000
35<-426,0.010000
35<-94,0.010000
35<-299,0.010000
35<-289,0.010000
35<-646,0.010000
35<-79,0.010000
35<-3,0.010000
35<-776,0.010000
35<-416,0.010000
35<-545,0.010000
35<-222,0.010000
35<-741,0.010000
35<-718,0.010000
35<-765,0.010000
35<-405,0.010000
35<-424,0.010000
35<-205,0.010000
35<-641,0.010000
35<-664,0.010000
35<-711,0.010000
35<-103,0.010000
35<-184,0.010000
36<-205,0.010000
36<-444,0.010000
36<-562,0.010000
36<-465,0.010000
36<-90,0.010000
36<-564,0.010000
