adjacency list, w
1<-788,0.010000
1<-529,0.010000
1<-583,0.010000
1<-761,0.010000
1<-31,0.010000
1<-716,0.010000
1<-259,0.010000
1<-24,0.010000
1<-751,0.010000
1<-282,0.010000
1<-118,0.010000
1<-711,0.010000
1<-202,0.010000
1<-683,0.010000
1<-413,0.010000
1<-265,0.010000
1<-589,0.010000
1<-654,0.010000
1<-414,0.010000
1<-527,0.010000
1<-343,0.010000
1<-456,0.010000
1<-488,0.010000
1<-783,0.010000
1<-73,0.010000
1<-719,0.010000
1<-304,0.010000
1<-224,0.010000
1<-528,0.010000
1<-680,0.010000
1<-557,0.010000
1<-65,0.010000
1<-256,0.010000
1<-775,0.010000
1<-235,0.010000
1<-401,0.010000
1<-679,0.010000
1<-611,0.010000
1<-772,0.010000
1<-98,0.010000
1<-391,0.010000
1<-768,0.010000
1<-361,0.010000
1<-689,0.010000
1<-723,0.010000
1<-187,0.010000
1<-682,0.010000
1<-735,0.010000
1<-193,0.010000
1<-239,0.010000
1<-335,0.010000
1<-71,0.010000
1<-196,0.010000
1<-544,0.010000
1<-406,0.010000
1<-423,0.010000
1<-380,0.010000
1<-545,0.010000
1<-520,0.010000
1<-468,0.010000
1<-140,0.010000
1<-538,0.010000
1<-284,0.010000
1<-81,0.010000
1<-117,0.010000
1<-558,0.010000
1<-572,0.010000
1<-49,0.010000
1<-469,0.010000
1<-29,0.010000
1<-717,0.010000
1<-592,0.010000
1<-546,0.010000
1<-197,0.010000
1<-438,0.010000
1<-53,0.010000
1<-219,0.010000
1<-647,0.010000
1<-461,0.010000
1<-122,0.010000
1<-381,0.010000
1<-607,0.010000
1<-412,0.010000
1<-109,0.010000
1<-296,0.010000
1<-449,0.010000
1<-559,0.010000
1<-177,0.010000
1<-512,0.010000
1<-729,0.010000
1<-586,0.010000
1<-614,0.010000
1<-415,0.010000
1<-485,0.010000
1<-551,0.010000
1<-505,0.010000
1<-231,0.010000
1<-549,0.010000
1<-331,0.010000
1<-319,0.010000
1<-777,0.010000
1<-301,0.010000
1<-769,0.010000
1<-3,0.010000
1<-522,0.010000
1<-365,0.010000
1<-443,0.010000
1<-779,0.010000
1<-697,0.010000
1<-436,0.010000
1<-603,0.010000
1<-492,0.010000
1<-598,0.010000
1<-340,0.010000
1<-743,0.010000
1<-481,0.010000
1<-480,0.010000
1<-784,0.010000
1<-275,0.010000
1<-395,0.010000
1<-556,0.010000
1<-451,0.010000
1<-495,0.010000
1<-608,0.010000
1<-418,0.010000
2<-722,0.010000
2<-180,0.010000
2<-127,0.010000
2<-377,0.010000
2<-123,0.010000
2<-253,0.010000
2<-316,0.010000
2<-296,0.010000
2<-101,0.010000
2<-23,0.010000
2<-44,0.010000
2<-328,0.010000
2<-591,0.010000
2<-136,0.010000
2<-597,0.010000
2<-682,0.010000
2<-206,0.010000
2<-785,0.010000
2<-395,0.010000
2<-788,0.010000
2<-95,0.010000
2<-10,0.010000
2<-777,0.010000
2<-384,0.010000
2<-598,0.010000
2<-725,0.010000
2<-350,0.010000
2<-99,0.010000
2<-632,0.010000
2<-137,0.010000
2<-337,0.010000
2<-222,0.010000
2<-162,0.010000
2<-284,0.010000
2<-249,0.010000
2<-290,0.010000
2<-630,0.010000
2<-699,0.010000
2<-604,0.010000
2<-84,0.010000
2<-704,0.010000
2<-184,0.010000
2<-45,0.010000
2<-362,0.010000
2<-311,0.010000
2<-33,0.010000
2<-310,0.010000
2<-302,0.010000
2<-27,0.010000
2<-171,0.010000
2<-322,0.010000
2<-786,0.010000
2<-71,0.010000
2<-579,0.010000
2<-195,0.010000
2<-690,0.010000
2<-766,0.010000
2<-644,0.010000
2<-358,0.010000
2<-634,0.010000
2<-740,0.010000
2<-782,0.010000
2<-382,0.010000
2<-476,0.010000
2<-530,0.010000
2<-236,0.010000
2<-389,0.010000
2<-15,0.010000
2<-683,0.010000
2<-721,0.010000
2<-421,0.010000
2<-128,0.010000
2<-130,0.010000
2<-109,0.010000
2<-261,0.010000
2<-210,0.010000
2<-272,0.010000
2<-35,0.010000
2<-609,0.010000
2<-158,0.010000
2<-555,0.010000
2<-680,0.010000
2<-260,0.010000
2<-664,0.010000
2<-640,0.010000
2<-772,0.010000
2<-753,0.010000
2<-479,0.010000
2<-569,0.010000
2<-560,0.010000
2<-124,0.010000
2<-764,0.010000
2<-600,0.010000
2<-561,0.010000
2<-672,0.010000
2<-473,0.010000
2<-691,0.010000
2<-720,0.010000
2<-194,0.010000
2<-61,0.010000
2<-237,0.010000
2<-257,0.010000
2<-746,0.010000
2<-605,0.010000
2<-585,0.010000
2<-178,0.010000
2<-174,0.010000
2<-307,0.010000
2<-325,0.010000
2<-157,0.010000
2<-414,0.010000
2<-187,0.010000
2<-301,0.010000
2<-277,0.010000
2<-67,0.010000
2<-625,0.010000
2<-756,0.010000
2<-592,0.010000
2<-31,0.010000
2<-730,0.010000
2<-4,0.010000
2<-332,0.010000
2<-760,0.010000
2<-417,0.010000
2<-56,0.010000
2<-571,0.010000
2<-51,0.010000
2<-491,0.010000
2<-182,0.010000
2<-104,0.010000
2<-198,0.010000
2<-323,0.010000
2<-242,0.010000
2<-538,0.010000
2<-214,0.010000
2<-557,0.010000
2<-741,0.010000
2<-626,0.010000
2<-505,0.010000
2<-217,0.010000
2<-289,0.010000
2<-621,0.010000
2<-402,0.010000
2<-454,0.010000
2<-327,0.010000
3<-48,0.010000
3<-616,0.010000
3<-507,0.010000
3<-467,0.010000
3<-328,0.010000
3<-362,0.010000
3<-766,0.010000
3<-581,0.010000
3<-603,0.010000
3<-178,0.010000
3<-720,0.010000
3<-782,0.010000
3<-484,0.010000
3<-337,0.010000
3<-550,0.010000
3<-490,0.010000
3<-318,0.010000
3<-448,0.010000
3<-737,0.010000
3<-114,0.010000
3<-66,0.010000
3<-217,0.010000
3<-675,0.010000
3<-486,0.010000
3<-641,0.010000
3<-390,0.010000
3<-394,0.010000
3<-319,0.010000
3<-104,0.010000
3<-481,0.010000
3<-252,0.010000
3<-291,0.010000
3<-8,0.010000
3<-744,0.010000
3<-621,0.010000
3<-407,0.010000
3<-219,0.010000
3<-248,0.010000
3<-82,0.010000
3<-187,0.010000
3<-780,0.010000
3<-505,0.010000
3<-602,0.010000
3<-431,0.010000
3<-172,0.010000
3<-676,0.010000
3<-223,0.010000
3<-238,0.010000
3<-56,0.010000
3<-54,0.010000
3<-732,0.010000
3<-65,0.010000
3<-634,0.010000
3<-80,0.010000
3<-130,0.010000
3<-190,0.010000
3<-610,0.010000
3<-51,0.010000
3<-706,0.010000
3<-516,0.010000
3<-240,0.010000
3<-587,0.010000
3<-449,0.010000
3<-578,0.010000
3<-47,0.010000
3<-27,0.010000
3<-456,0.010000
3<-674,0.010000
3<-414,0.010000
3<-262,0.010000
3<-76,0.010000
3<-472,0.010000
3<-125,0.010000
3<-623,0.010000
3<-44,0.010000
3<-622,0.010000
3<-365,0.010000
3<-357,0.010000
3<-773,0.010000
3<-75,0.010000
3<-778,0.010000
3<-687,0.010000
3<-747,0.010000
3<-69,0.010000
3<-96,0.010000
3<-538,0.010000
3<-60,0.010000
3<-613,0.010000
3<-493,0.010000
3<-35,0.010000
3<-542,0.010000
3<-175,0.010000
3<-356,0.010000
3<-788,0.010000
3<-52,0.010000
3<-554,0.010000
3<-14,0.010000
3<-193,0.010000
3<-632,0.010000
3<-354,0.010000
3<-652,0.010000
3<-703,0.010000
3<-551,0.010000
3<-688,0.010000
3<-588,0.010000
3<-725,0.010000
3<-753,0.010000
3<-544,0.010000
3<-119,0.010000
3<-479,0.010000
3<-160,0.010000
3<-590,0.010000
3<-733,0.010000
3<-144,0.010000
3<-793,0.010000
3<-446,0.010000
3<-259,0.010000
3<-586,0.010000
3<-419,0.010000
3<-526,0.010000
3<-661,0.010000
3<-221,0.010000
3<-557,0.010000
3<-396,0.010000
3<-530,0.010000
3<-452,0.010000
3<-716,0.010000
3<-561,0.010000
3<-795,0.010000
3<-469,0.010000
3<-416,0.010000
3<-304,0.010000
3<-150,0.010000
3<-748,0.010000
3<-470,0.010000
3<-183,0.010000
3<-714,0.010000
3<-247,0.010000
3<-681,0.010000
3<-225,0.010000
3<-759,0.010000
3<-658,0.010000
3<-395,0.010000
3<-184,0.010000
3<-713,0.010000
3<-758,0.010000
3<-237,0.010000
3<-442,0.010000
3<-635,0.010000
3<-579,0.010000
3<-474,0.010000
3<-131,0.010000
4<-795,0.010000
4<-672,0.010000
4<-325,0.010000
4<-536,0.010000
4<-405,0.010000
4<-364,0.010000
4<-753,0.010000
4<-337,0.010000
4<-136,0.010000
4<-518,0.010000
4<-476,0.010000
4<-743,0.010000
4<-21,0.010000
4<-100,0.010000
4<-551,0.010000
4<-235,0.010000
4<-305,0.010000
4<-459,0.010000
4<-785,0.010000
4<-26,0.010000
4<-755,0.010000
4<-276,0.010000
4<-268,0.010000
4<-659,0.010000
4<-299,0.010000
4<-515,0.010000
4<-59,0.010000
4<-706,0.010000
4<-534,0.010000
4<-722,0.010000
4<-681,0.010000
4<-247,0.010000
4<-284,0.010000
4<-119,0.010000
4<-323,0.010000
4<-368,0.010000
4<-693,0.010000
4<-555,0.010000
4<-516,0.010000
4<-443,0.010000
4<-616,0.010000
4<-759,0.010000
4<-110,0.010000
4<-764,0.010000
4<-637,0.010000
4<-742,0.010000
4<-238,0.010000
4<-141,0.010000
4<-10,0.010000
4<-162,0.010000
4<-538,0.010000
4<-727,0.010000
4<-111,0.010000
4<-94,0.010000
4<-655,0.010000
4<-175,0.010000
4<-676,0.010000
4<-548,0.010000
4<-638,0.010000
4<-624,0.010000
4<-413,0.010000
4<-723,0.010000
4<-778,0.010000
4<-513,0.010000
4<-327,0.010000
4<-145,0.010000
4<-679,0.010000
4<-709,0.010000
4<-388,0.010000
4<-226,0.010000
4<-451,0.010000
4<-740,0.010000
4<-155,0.010000
4<-766,0.010000
4<-634,0.010000
4<-32,0.010000
4<-144,0.010000
4<-491,0.010000
4<-239,0.010000
4<-797,0.010000
4<-209,0.010000
4<-422,0.010000
4<-761,0.010000
4<-799,0.010000
4<-107,0.010000
4<-354,0.010000
4<-387,0.010000
4<-258,0.010000
4<-171,0.010000
4<-789,0.010000
4<-213,0.010000
4<-376,0.010000
4<-278,0.010000
4<-483,0.010000
4<-251,0.010000
4<-377,0.010000
4<-654,0.010000
4<-701,0.010000
4<-570,0.010000
4<-484,0.010000
4<-416,0.010000
4<-208,0.010000
4<-419,0.010000
4<-769,0.010000
4<-497,0.010000
4<-393,0.010000
4<-685,0.010000
4<-356,0.010000
4<-454,0.010000
4<-713,0.010000
4<-598,0.010000
4<-154,0.010000
4<-412,0.010000
4<-164,0.010000
4<-199,0.010000
4<-202,0.010000
4<-127,0.010000
4<-584,0.010000
4<-486,0.010000
4<-532,0.010000
4<-453,0.010000
4<-576,0.010000
4<-352,0.010000
4<-495,0.010000
4<-691,0.010000
4<-633,0.010000
4<-629,0.010000
4<-131,0.010000
4<-151,0.010000
4<-503,0.010000
4<-89,0.010000
4<-210,0.010000
4<-129,0.010000
4<-120,0.010000
4<-319,0.010000
4<-378,0.010000
4<-245,0.010000
4<-427,0.010000
4<-469,0.010000
4<-500,0.010000
4<-615,0.010000
4<-9,0.010000
4<-102,0.010000
4<-391,0.010000
4<-737,0.010000
4<-440,0.010000
4<-58,0.010000
4<-608,0.010000
4<-622,0.010000
4<-760,0.010000
5<-141,0.010000
5<-348,0.010000
5<-786,0.010000
5<-516,0.010000
5<-67,0.010000
5<-454,0.010000
5<-173,0.010000
5<-311,0.010000
5<-579,0.010000
5<-515,0.010000
5<-438,0.010000
5<-489,0.010000
5<-92,0.010000
5<-692,0.010000
5<-401,0.010000
5<-49,0.010000
5<-520,0.010000
5<-54,0.010000
5<-174,0.010000
5<-780,0.010000
5<-399,0.010000
5<-695,0.010000
5<-192,0.010000
5<-765,0.010000
5<-561,0.010000
5<-189,0.010000
5<-342,0.010000
5<-759,0.010000
5<-232,0.010000
5<-456,0.010000
5<-464,0.010000
5<-387,0.010000
5<-366,0.010000
5<-250,0.010000
5<-17,0.010000
5<-547,0.010000
5<-486,0.010000
5<-337,0.010000
5<-642,0.010000
5<-405,0.010000
5<-156,0.010000
5<-124,0.010000
5<-283,0.010000
5<-542,0.010000
5<-602,0.010000
5<-705,0.010000
5<-212,0.010000
5<-614,0.010000
5<-297,0.010000
5<-85,0.010000
5<-63,0.010000
5<-188,0.010000
5<-81,0.010000
5<-425,0.010000
5<-509,0.010000
5<-685,0.010000
5<-287,0.010000
5<-127,0.010000
5<-47,0.010000
5<-390,0.010000
5<-591,0.010000
5<-734,0.010000
5<-296,0.010000
5<-631,0.010000
5<-306,0.010000
5<-79,0.010000
5<-165,0.010000
5<-357,0.010000
5<-138,0.010000
5<-113,0.010000
5<-377,0.010000
5<-38,0.010000
5<-240,0.010000
5<-419,0.010000
5<-142,0.010000
5<-19,0.010000
5<-595,0.010000
5<-573,0.010000
5<-592,0.010000
5<-502,0.010000
5<-302,0.010000
5<-108,0.010000
5<-491,0.010000
5<-7,0.010000
5<-149,0.010000
5<-582,0.010000
5<-293,0.010000
5<-201,0.010000
5<-44,0.010000
5<-62,0.010000
5<-333,0.010000
5<-620,0.010000
5<-75,0.010000
5<-512,0.010000
5<-625,0.010000
5<-441,0.010000
5<-132,0.010000
5<-76,0.010000
5<-59,0.010000
5<-712,0.010000
5<-594,0.010000
5<-248,0.010000
5<-773,0.010000
5<-22,0.010000
5<-518,0.010000
5<-652,0.010000
5<-168,0.010000
5<-720,0.010000
5<-782,0.010000
5<-675,0.010000
5<-338,0.010000
5<-776,0.010000
5<-471,0.010000
5<-214,0.010000
5<-237,0.010000
5<-382,0.010000
5<-554,0.010000
5<-243,0.010000
5<-433,0.010000
5<-320,0.010000
5<-661,0.010000
5<-684,0.010000
5<-719,0.010000
5<-157,0.010000
5<-120,0.010000
5<-617,0.010000
5<-671,0.010000
5<-145,0.010000
5<-670,0.010000
5<-56,0.010000
5<-750,0.010000
5<-310,0.010000
5<-152,0.010000
5<-275,0.010000
5<-739,0.010000
5<-745,0.010000
5<-158,0.010000
5<-269,0.010000
5<-282,0.010000
5<-394,0.010000
5<-383,0.010000
5<-371,0.010000
5<-117,0.010000
5<-309,0.010000
5<-146,0.010000
5<-729,0.010000
5<-392,0.010000
5<-562,0.010000
6<-522,0.010000
6<-248,0.010000
6<-66,0.010000
6<-620,0.010000
6<-199,0.010000
6<-603,0.010000
6<-523,0.010000
6<-13,0.010000
6<-407,0.010000
6<-771,0.010000
6<-526,0.010000
6<-498,0.010000
6<-207,0.010000
6<-633,0.010000
6<-161,0.010000
6<-254,0.010000
6<-573,0.010000
6<-538,0.010000
6<-395,0.010000
6<-287,0.010000
6<-707,0.010000
6<-33,0.010000
6<-212,0.010000
6<-113,0.010000
6<-17,0.010000
6<-365,0.010000
6<-234,0.010000
6<-84,0.010000
6<-715,0.010000
6<-645,0.010000
6<-453,0.010000
6<-425,0.010000
6<-222,0.010000
6<-303,0.010000
6<-413,0.010000
6<-277,0.010000
6<-613,0.010000
6<-131,0.010000
6<-746,0.010000
6<-673,0.010000
6<-578,0.010000
6<-756,0.010000
6<-626,0.010000
6<-732,0.010000
6<-197,0.010000
6<-643,0.010000
6<-596,0.010000
6<-235,0.010000
6<-577,0.010000
6<-629,0.010000
6<-427,0.010000
6<-67,0.010000
6<-428,0.010000
6<-148,0.010000
6<-682,0.010000
6<-375,0.010000
6<-616,0.010000
6<-437,0.010000
6<-151,0.010000
6<-381,0.010000
6<-465,0.010000
6<-278,0.010000
6<-382,0.010000
6<-260,0.010000
6<-38,0.010000
6<-638,0.010000
6<-426,0.010000
6<-488,0.010000
6<-635,0.010000
6<-80,0.010000
6<-360,0.010000
6<-455,0.010000
6<-704,0.010000
6<-16,0.010000
6<-610,0.010000
6<-674,0.010000
6<-792,0.010000
6<-779,0.010000
6<-467,0.010000
6<-547,0.010000
6<-242,0.010000
6<-650,0.010000
6<-439,0.010000
6<-687,0.010000
6<-371,0.010000
6<-21,0.010000
6<-525,0.010000
6<-599,0.010000
6<-276,0.010000
6<-558,0.010000
6<-271,0.010000
6<-369,0.010000
6<-671,0.010000
6<-438,0.010000
6<-153,0.010000
6<-417,0.010000
6<-557,0.010000
6<-623,0.010000
6<-183,0.010000
6<-119,0.010000
6<-631,0.010000
6<-179,0.010000
6<-456,0.010000
6<-59,0.010000
6<-723,0.010000
6<-471,0.010000
6<-454,0.010000
6<-25,0.010000
6<-749,0.010000
6<-398,0.010000
6<-416,0.010000
6<-111,0.010000
6<-55,0.010000
6<-370,0.010000
6<-482,0.010000
6<-388,0.010000
6<-93,0.010000
6<-402,0.010000
6<-544,0.010000
6<-364,0.010000
6<-231,0.010000
6<-588,0.010000
6<-593,0.010000
6<-112,0.010000
6<-785,0.010000
6<-495,0.010000
6<-346,0.010000
6<-725,0.010000
6<-458,0.010000
6<-366,0.010000
6<-695,0.010000
6<-644,0.010000
6<-477,0.010000
6<-314,0.010000
6<-466,0.010000
6<-748,0.010000
6<-659,0.010000
6<-410,0.010000
6<-89,0.010000
6<-223,0.010000
6<-419,0.010000
6<-787,0.010000
6<-481,0.010000
6<-120,0.010000
6<-497,0.010000
6<-546,0.010000
6<-174,0.010000
6<-701,0.010000
6<-220,0.010000
7<-466,0.010000
7<-120,0.010000
7<-91,0.010000
7<-548,0.010000
7<-23,0.010000
7<-604,0.010000
7<-589,0.010000
7<-741,0.010000
7<-666,0.010000
7<-508,0.010000
7<-440,0.010000
7<-676,0.010000
7<-496,0.010000
7<-329,0.010000
7<-642,0.010000
7<-667,0.010000
7<-389,0.010000
7<-486,0.010000
7<-37,0.010000
7<-534,0.010000
7<-271,0.010000
7<-675,0.010000
7<-752,0.010000
7<-533,0.010000
7<-395,0.010000
7<-491,0.010000
7<-104,0.010000
7<-25,0.010000
7<-643,0.010000
7<-262,0.010000
7<-570,0.010000
7<-337,0.010000
7<-65,0.010000
7<-485,0.010000
7<-418,0.010000
7<-166,0.010000
7<-371,0.010000
7<-412,0.010000
7<-103,0.010000
7<-787,0.010000
7<-128,0.010000
7<-6,0.010000
7<-293,0.010000
7<-340,0.010000
7<-384,0.010000
7<-64,0.010000
7<-755,0.010000
7<-199,0.010000
7<-682,0.010000
7<-192,0.010000
7<-473,0.010000
7<-111,0.010000
7<-509,0.010000
7<-155,0.010000
7<-177,0.010000
7<-86,0.010000
7<-165,0.010000
7<-753,0.010000
7<-532,0.010000
7<-73,0.010000
7<-481,0.010000
7<-584,0.010000
7<-102,0.010000
7<-333,0.010000
7<-488,0.010000
7<-495,0.010000
7<-16,0.010000
7<-422,0.010000
7<-441,0.010000
7<-518,0.010000
7<-521,0.010000
7<-273,0.010000
7<-350,0.010000
7<-324,0.010000
7<-414,0.010000
7<-113,0.010000
7<-108,0.010000
7<-673,0.010000
7<-767,0.010000
7<-761,0.010000
7<-513,0.010000
7<-89,0.010000
7<-322,0.010000
7<-561,0.010000
7<-453,0.010000
7<-353,0.010000
7<-140,0.010000
7<-115,0.010000
7<-105,0.010000
7<-468,0.010000
7<-87,0.010000
7<-541,0.010000
7<-52,0.010000
7<-368,0.010000
7<-648,0.010000
7<-735,0.010000
7<-206,0.010000
7<-758,0.010000
7<-245,0.010000
7<-70,0.010000
7<-760,0.010000
7<-668,0.010000
7<-19,0.010000
7<-795,0.010000
7<-472,0.010000
7<-619,0.010000
7<-723,0.010000
7<-764,0.010000
7<-757,0.010000
7<-524,0.010000
7<-526,0.010000
7<-194,0.010000
7<-175,0.010000
7<-429,0.010000
7<-163,0.010000
7<-763,0.010000
7<-733,0.010000
7<-424,0.010000
7<-743,0.010000
7<-573,0.010000
7<-726,0.010000
7<-765,0.010000
7<-411,0.010000
7<-161,0.010000
7<-110,0.010000
7<-762,0.010000
7<-754,0.010000
7<-56,0.010000
7<-369,0.010000
7<-514,0.010000
7<-580,0.010000
7<-607,0.010000
7<-59,0.010000
7<-279,0.010000
7<-375,0.010000
7<-315,0.010000
7<-759,0.010000
7<-456,0.010000
7<-291,0.010000
7<-189,0.010000
7<-321,0.010000
7<-214,0.010000
8<-400,0.010000
8<-86,0.010000
8<-136,0.010000
8<-125,0.010000
8<-285,0.010000
8<-151,0.010000
8<-120,0.010000
8<-712,0.010000
8<-184,0.010000
8<-306,0.010000
8<-245,0.010000
8<-267,0.010000
8<-21,0.010000
8<-775,0.010000
8<-730,0.010000
8<-643,0.010000
8<-681,0.010000
8<-440,0.010000
8<-770,0.010000
8<-639,0.010000
8<-432,0.010000
8<-14,0.010000
8<-410,0.010000
8<-784,0.010000
8<-77,0.010000
8<-36,0.010000
8<-147,0.010000
8<-28,0.010000
8<-506,0.010000
8<-131,0.010000
8<-539,0.010000
8<-428,0.010000
8<-283,0.010000
8<-748,0.010000
8<-367,0.010000
8<-234,0.010000
8<-34,0.010000
8<-327,0.010000
8<-159,0.010000
8<-22,0.010000
8<-29,0.010000
8<-215,0.010000
8<-127,0.010000
8<-200,0.010000
8<-582,0.010000
8<-609,0.010000
8<-35,0.010000
8<-313,0.010000
8<-247,0.010000
8<-620,0.010000
8<-528,0.010000
8<-631,0.010000
8<-677,0.010000
8<-736,0.010000
8<-349,0.010000
8<-462,0.010000
8<-75,0.010000
8<-395,0.010000
8<-145,0.010000
8<-337,0.010000
8<-797,0.010000
8<-788,0.010000
8<-436,0.010000
8<-158,0.010000
8<-243,0.010000
8<-779,0.010000
8<-162,0.010000
8<-634,0.010000
8<-347,0.010000
8<-420,0.010000
8<-265,0.010000
8<-422,0.010000
8<-187,0.010000
8<-132,0.010000
8<-566,0.010000
8<-244,0.010000
8<-195,0.010000
8<-11,0.010000
8<-27,0.010000
8<-68,0.010000
8<-766,0.010000
8<-259,0.010000
8<-711,0.010000
8<-537,0.010000
8<-433,0.010000
8<-302,0.010000
8<-774,0.010000
8<-627,0.010000
8<-376,0.010000
8<-20,0.010000
8<-487,0.010000
8<-277,0.010000
8<-226,0.010000
8<-690,0.010000
8<-384,0.010000
8<-424,0.010000
8<-710,0.010000
8<-65,0.010000
8<-607,0.010000
8<-166,0.010000
8<-499,0.010000
8<-209,0.010000
8<-783,0.010000
8<-381,0.010000
8<-25,0.010000
8<-612,0.010000
8<-322,0.010000
8<-51,0.010000
8<-454,0.010000
8<-276,0.010000
8<-764,0.010000
8<-129,0.010000
8<-451,0.010000
8<-240,0.010000
8<-616,0.010000
8<-256,0.010000
8<-47,0.010000
8<-282,0.010000
8<-82,0.010000
8<-194,0.010000
8<-591,0.010000
8<-252,0.010000
8<-698,0.010000
8<-30,0.010000
8<-479,0.010000
8<-227,0.010000
8<-380,0.010000
8<-24,0.010000
8<-461,0.010000
8<-393,0.010000
8<-727,0.010000
8<-202,0.010000
8<-777,0.010000
8<-270,0.010000
8<-467,0.010000
8<-472,0.010000
8<-358,0.010000
8<-585,0.010000
8<-309,0.010000
8<-574,0.010000
8<-192,0.010000
8<-189,0.010000
8<-746,0.010000
8<-702,0.010000
8<-676,0.010000
8<-205,0.010000
8<-526,0.010000
8<-255,0.010000
8<-155,0.010000
8<-171,0.010000
8<-604,0.010000
8<-361,0.010000
8<-115,0.010000
8<-438,0.010000
8<-560,0.010000
8<-62,0.010000
8<-652,0.010000
8<-94,0.010000
8<-596,0.010000
8<-344,0.010000
8<-641,0.010000
8<-33,0.010000
8<-343,0.010000
8<-552,0.010000
8<-263,0.010000
8<-745,0.010000
8<-752,0.010000
8<-229,0.010000
8<-368,0.010000
8<-216,0.010000
8<-257,0.010000
9<-577,0.010000
9<-250,0.010000
9<-261,0.010000
9<-617,0.010000
9<-608,0.010000
9<-213,0.010000
9<-206,0.010000
9<-702,0.010000
9<-651,0.010000
9<-718,0.010000
9<-203,0.010000
9<-623,0.010000
9<-385,0.010000
9<-230,0.010000
9<-579,0.010000
