adjacency list, w
4<-941,0.100000
4<-998,0.100000
4<-818,0.100000
4<-843,0.100000
4<-887,0.100000
4<-841,0.100000
4<-945,0.100000
4<-840,0.100000
4<-853,0.100000
4<-913,0.100000
4<-868,0.100000
4<-884,0.100000
4<-981,0.100000
4<-849,0.100000
4<-949,0.100000
4<-879,0.100000
4<-835,0.100000
4<-973,0.100000
4<-824,0.100000
4<-863,0.100000
4<-999,0.100000
4<-928,0.100000
4<-856,0.100000
4<-918,0.100000
4<-932,0.100000
4<-846,0.100000
4<-923,0.100000
4<-829,0.100000
4<-875,0.100000
4<-917,0.100000
4<-894,0.100000
4<-916,0.100000
4<-886,0.100000
4<-857,0.100000
4<-826,0.100000
4<-924,0.100000
4<-833,0.100000
4<-888,0.100000
4<-821,0.100000
4<-842,0.100000
4<-933,0.100000
4<-939,0.100000
4<-960,0.100000
4<-929,0.100000
4<-958,0.100000
4<-839,0.100000
4<-867,0.100000
4<-807,0.100000
4<-974,0.100000
4<-854,0.100000
4<-979,0.100000
4<-910,0.100000
4<-944,0.100000
4<-926,0.100000
4<-964,0.100000
4<-956,0.100000
4<-965,0.100000
4<-997,0.100000
4<-915,0.100000
4<-878,0.100000
4<-902,0.100000
4<-866,0.100000
4<-801,0.100000
4<-850,0.100000
4<-817,0.100000
4<-870,0.100000
4<-987,0.100000
4<-967,0.100000
4<-988,0.100000
5<-927,0.100000
5<-888,0.100000
5<-845,0.100000
5<-894,0.100000
5<-895,0.100000
5<-900,0.100000
5<-890,0.100000
5<-843,0.100000
5<-984,0.100000
5<-940,0.100000
5<-816,0.100000
5<-997,0.100000
5<-862,0.100000
5<-811,0.100000
5<-803,0.100000
5<-805,0.100000
5<-840,0.100000
5<-994,0.100000
5<-985,0.100000
5<-942,0.100000
5<-884,0.100000
5<-933,0.100000
5<-842,0.100000
5<-946,0.100000
5<-852,0.100000
5<-891,0.100000
5<-822,0.100000
5<-853,0.100000
5<-906,0.100000
5<-966,0.100000
5<-982,0.100000
5<-857,0.100000
5<-948,0.100000
5<-914,0.100000
5<-930,0.100000
5<-850,0.100000
5<-856,0.100000
5<-866,0.100000
5<-860,0.100000
5<-864,0.100000
5<-827,0.100000
5<-928,0.100000
5<-823,0.100000
5<-996,0.100000
5<-980,0.100000
5<-932,0.100000
5<-889,0.100000
5<-807,0.100000
5<-871,0.100000
5<-873,0.100000
5<-820,0.100000
5<-911,0.100000
5<-893,0.100000
5<-922,0.100000
5<-868,0.100000
5<-836,0.100000
5<-855,0.100000
5<-958,0.100000
5<-908,0.100000
5<-965,0.100000
5<-879,0.100000
5<-825,0.100000
5<-896,0.100000
5<-829,0.100000
5<-832,0.100000
5<-925,0.100000
5<-987,0.100000
5<-826,0.100000
5<-846,0.100000
5<-944,0.100000
5<-876,0.100000
5<-937,0.100000
5<-978,0.100000
5<-813,0.100000
5<-902,0.100000
5<-907,0.100000
5<-849,0.100000
5<-931,0.100000
5<-976,0.100000
5<-800,0.100000
5<-875,0.100000
5<-935,0.100000
5<-883,0.100000
5<-874,0.100000
5<-918,0.100000
5<-941,0.100000
5<-973,0.100000
5<-912,0.100000
5<-814,0.100000
5<-921,0.100000
5<-880,0.100000
5<-969,0.100000
5<-808,0.100000
5<-881,0.100000
5<-919,0.100000
5<-988,0.100000
5<-971,0.100000
5<-938,0.100000
5<-986,0.100000
5<-854,0.100000
5<-950,0.100000
5<-975,0.100000
5<-968,0.100000
5<-841,0.100000
5<-851,0.100000
5<-844,0.100000
5<-953,0.100000
5<-833,0.100000
5<-967,0.100000
5<-959,0.100000
5<-872,0.100000
5<-956,0.100000
5<-961,0.100000
5<-926,0.100000
5<-960,0.100000
5<-859,0.100000
5<-898,0.100000
5<-963,0.100000
5<-867,0.100000
5<-951,0.100000
5<-977,0.100000
5<-821,0.100000
5<-810,0.100000
5<-886,0.100000
5<-863,0.100000
5<-998,0.100000
5<-905,0.100000
5<-858,0.100000
5<-899,0.100000
5<-847,0.100000
5<-831,0.100000
5<-839,0.100000
5<-923,0.100000
5<-828,0.100000
5<-916,0.100000
5<-936,0.100000
5<-812,0.100000
5<-848,0.100000
5<-887,0.100000
5<-924,0.100000
5<-991,0.100000
5<-945,0.100000
5<-869,0.100000
5<-995,0.100000
5<-815,0.100000
5<-838,0.100000
5<-979,0.100000
5<-870,0.100000
5<-801,0.100000
5<-830,0.100000
5<-990,0.100000
5<-999,0.100000
5<-934,0.100000
5<-910,0.100000
5<-901,0.100000
5<-981,0.100000
5<-806,0.100000
5<-824,0.100000
6<-906,0.100000
6<-806,0.100000
6<-811,0.100000
6<-968,0.100000
6<-876,0.100000
6<-800,0.100000
6<-839,0.100000
6<-972,0.100000
6<-862,0.100000
6<-859,0.100000
6<-878,0.100000
6<-889,0.100000
6<-833,0.100000
6<-810,0.100000
6<-915,0.100000
6<-944,0.100000
6<-990,0.100000
6<-901,0.100000
6<-948,0.100000
6<-973,0.100000
6<-931,0.100000
6<-943,0.100000
6<-932,0.100000
6<-828,0.100000
6<-849,0.100000
6<-845,0.100000
6<-898,0.100000
6<-822,0.100000
6<-960,0.100000
6<-856,0.100000
6<-951,0.100000
6<-916,0.100000
6<-957,0.100000
6<-911,0.100000
6<-935,0.100000
6<-830,0.100000
6<-842,0.100000
6<-999,0.100000
6<-869,0.100000
6<-832,0.100000
6<-992,0.100000
6<-921,0.100000
6<-991,0.100000
6<-913,0.100000
6<-986,0.100000
6<-966,0.100000
6<-843,0.100000
6<-974,0.100000
6<-823,0.100000
6<-847,0.100000
6<-923,0.100000
6<-821,0.100000
6<-956,0.100000
6<-899,0.100000
6<-887,0.100000
6<-896,0.100000
6<-853,0.100000
6<-824,0.100000
6<-895,0.100000
6<-988,0.100000
6<-903,0.100000
6<-837,0.100000
6<-809,0.100000
6<-877,0.100000
6<-989,0.100000
6<-994,0.100000
6<-802,0.100000
6<-941,0.100000
6<-995,0.100000
6<-908,0.100000
6<-804,0.100000
6<-854,0.100000
6<-939,0.100000
6<-891,0.100000
6<-987,0.100000
6<-997,0.100000
6<-814,0.100000
6<-812,0.100000
6<-820,0.100000
6<-955,0.100000
6<-910,0.100000
6<-922,0.100000
6<-867,0.100000
6<-835,0.100000
6<-855,0.100000
6<-801,0.100000
6<-805,0.100000
6<-826,0.100000
6<-852,0.100000
6<-930,0.100000
6<-874,0.100000
6<-894,0.100000
6<-815,0.100000
6<-850,0.100000
6<-945,0.100000
6<-904,0.100000
6<-970,0.100000
6<-816,0.100000
6<-965,0.100000
6<-860,0.100000
6<-909,0.100000
6<-848,0.100000
6<-982,0.100000
6<-841,0.100000
6<-883,0.100000
6<-971,0.100000
6<-873,0.100000
6<-993,0.100000
6<-924,0.100000
6<-838,0.100000
6<-981,0.100000
6<-963,0.100000
6<-936,0.100000
6<-962,0.100000
6<-998,0.100000
6<-983,0.100000
6<-925,0.100000
6<-907,0.100000
6<-928,0.100000
6<-861,0.100000
6<-967,0.100000
6<-808,0.100000
6<-818,0.100000
6<-938,0.100000
6<-882,0.100000
6<-952,0.100000
6<-975,0.100000
6<-831,0.100000
6<-934,0.100000
6<-949,0.100000
6<-893,0.100000
6<-844,0.100000
6<-875,0.100000
6<-890,0.100000
6<-958,0.100000
6<-884,0.100000
6<-870,0.100000
6<-946,0.100000
6<-836,0.100000
6<-933,0.100000
6<-964,0.100000
6<-846,0.100000
6<-886,0.100000
6<-888,0.100000
6<-940,0.100000
6<-927,0.100000
6<-937,0.100000
6<-897,0.100000
6<-881,0.100000
6<-977,0.100000
6<-959,0.100000
6<-851,0.100000
6<-866,0.100000
6<-817,0.100000
6<-840,0.100000
6<-885,0.100000
6<-919,0.100000
6<-961,0.100000
6<-929,0.100000
6<-863,0.100000
6<-879,0.100000
6<-996,0.100000
6<-914,0.100000
6<-918,0.100000
6<-912,0.100000
6<-807,0.100000
6<-864,0.100000
6<-825,0.100000
6<-954,0.100000
6<-858,0.100000
7<-976,0.100000
7<-865,0.100000
7<-833,0.100000
7<-912,0.100000
7<-975,0.100000
7<-916,0.100000
7<-900,0.100000
7<-971,0.100000
7<-846,0.100000
7<-959,0.100000
7<-919,0.100000
7<-816,0.100000
7<-978,0.100000
7<-935,0.100000
7<-843,0.100000
7<-877,0.100000
7<-830,0.100000
7<-839,0.100000
7<-896,0.100000
7<-999,0.100000
7<-804,0.100000
7<-972,0.100000
7<-851,0.100000
7<-974,0.100000
7<-876,0.100000
7<-859,0.100000
7<-969,0.100000
7<-884,0.100000
7<-943,0.100000
7<-897,0.100000
7<-986,0.100000
7<-864,0.100000
7<-932,0.100000
7<-946,0.100000
7<-849,0.100000
7<-889,0.100000
7<-983,0.100000
7<-960,0.100000
7<-904,0.100000
7<-988,0.100000
7<-836,0.100000
7<-847,0.100000
7<-993,0.100000
7<-907,0.100000
7<-963,0.100000
7<-886,0.100000
7<-820,0.100000
7<-957,0.100000
7<-827,0.100000
7<-915,0.100000
7<-813,0.100000
7<-924,0.100000
7<-828,0.100000
7<-911,0.100000
7<-902,0.100000
7<-848,0.100000
7<-930,0.100000
7<-937,0.100000
7<-811,0.100000
7<-898,0.100000
7<-939,0.100000
7<-875,0.100000
7<-882,0.100000
7<-801,0.100000
7<-931,0.100000
7<-858,0.100000
7<-890,0.100000
7<-913,0.100000
7<-850,0.100000
7<-835,0.100000
7<-869,0.100000
7<-970,0.100000
7<-826,0.100000
7<-949,0.100000
7<-933,0.100000
7<-895,0.100000
7<-953,0.100000
7<-872,0.100000
7<-842,0.100000
7<-802,0.100000
7<-998,0.100000
7<-857,0.100000
7<-822,0.100000
7<-805,0.100000
7<-808,0.100000
7<-994,0.100000
7<-878,0.100000
7<-967,0.100000
7<-867,0.100000
7<-922,0.100000
7<-823,0.100000
7<-812,0.100000
7<-817,0.100000
7<-942,0.100000
7<-920,0.100000
7<-979,0.100000
7<-883,0.100000
7<-927,0.100000
7<-856,0.100000
7<-834,0.100000
7<-992,0.100000
7<-800,0.100000
7<-810,0.100000
7<-806,0.100000
7<-982,0.100000
7<-947,0.100000
7<-893,0.100000
7<-821,0.100000
7<-888,0.100000
7<-989,0.100000
7<-863,0.100000
7<-845,0.100000
7<-891,0.100000
7<-887,0.100000
7<-874,0.100000
7<-997,0.100000
7<-951,0.100000
7<-923,0.100000
7<-941,0.100000
7<-824,0.100000
7<-861,0.100000
7<-945,0.100000
7<-818,0.100000
7<-880,0.100000
7<-871,0.100000
7<-980,0.100000
7<-984,0.100000
7<-809,0.100000
7<-952,0.100000
7<-921,0.100000
7<-948,0.100000
7<-853,0.100000
7<-981,0.100000
7<-841,0.100000
7<-892,0.100000
7<-940,0.100000
7<-860,0.100000
7<-991,0.100000
7<-910,0.100000
7<-954,0.100000
7<-862,0.100000
7<-961,0.100000
7<-831,0.100000
7<-936,0.100000
7<-956,0.100000
7<-829,0.100000
7<-814,0.100000
7<-918,0.100000
7<-964,0.100000
7<-894,0.100000
7<-873,0.100000
7<-807,0.100000
7<-926,0.100000
7<-852,0.100000
7<-987,0.100000
7<-881,0.100000
7<-803,0.100000
7<-903,0.100000
7<-908,0.100000
7<-866,0.100000
7<-838,0.100000
8<-924,0.100000
8<-989,0.100000
8<-934,0.100000
8<-996,0.100000
8<-852,0.100000
8<-867,0.100000
8<-832,0.100000
8<-863,0.100000
8<-827,0.100000
8<-890,0.100000
8<-877,0.100000
8<-956,0.100000
8<-847,0.100000
8<-817,0.100000
8<-981,0.100000
8<-872,0.100000
8<-808,0.100000
8<-815,0.100000
8<-988,0.100000
8<-911,0.100000
8<-837,0.100000
8<-944,0.100000
8<-940,0.100000
8<-884,0.100000
8<-908,0.100000
8<-874,0.100000
8<-980,0.100000
8<-814,0.100000
8<-984,0.100000
8<-818,0.100000
8<-992,0.100000
8<-862,0.100000
8<-990,0.100000
8<-801,0.100000
8<-828,0.100000
8<-919,0.100000
8<-819,0.100000
8<-846,0.100000
8<-841,0.100000
8<-960,0.100000
8<-893,0.100000
8<-854,0.100000
8<-873,0.100000
8<-977,0.100000
8<-831,0.100000
8<-983,0.100000
8<-997,0.100000
8<-897,0.100000
8<-880,0.100000
8<-853,0.100000
8<-975,0.100000
8<-948,0.100000
8<-949,0.100000
8<-898,0.100000
8<-844,0.100000
8<-904,0.100000
8<-843,0.100000
8<-912,0.100000
8<-885,0.100000
8<-860,0.100000
8<-936,0.100000
8<-865,0.100000
8<-806,0.100000
8<-923,0.100000
8<-903,0.100000
8<-993,0.100000
8<-840,0.100000
8<-998,0.100000
8<-888,0.100000
8<-896,0.100000
8<-883,0.100000
8<-855,0.100000
8<-925,0.100000
8<-859,0.100000
8<-889,0.100000
8<-906,0.100000
8<-959,0.100000
8<-830,0.100000
8<-881,0.100000
8<-809,0.100000
8<-942,0.100000
8<-887,0.100000
8<-999,0.100000
8<-826,0.100000
8<-878,0.100000
8<-985,0.100000
8<-816,0.100000
8<-803,0.100000
8<-943,0.100000
8<-834,0.100000
8<-866,0.100000
8<-947,0.100000
8<-848,0.100000
8<-824,0.100000
8<-839,0.100000
8<-978,0.100000
8<-829,0.100000
8<-905,0.100000
8<-972,0.100000
8<-868,0.100000
8<-821,0.100000
8<-918,0.100000
8<-849,0.100000
8<-964,0.100000
8<-952,0.100000
8<-899,0.100000
8<-864,0.100000
8<-995,0.100000
